vehicles_N,vehicles_S,vehicles_E,vehicles_W,ped_N,ped_S,ped_E,ped_W,emg_N,emg_S,emg_E,emg_W,green_N,green_S,green_E,green_W
287,1,45,63,1,1,0,2,0,2,2,1,518.1,1.2999999999999998,79.0,115.4
52,0,13,212,0,0,0,1,0,0,2,1,93.60000000000001,0.0,21.400000000000002,382.1
206,238,207,299,3,2,0,3,1,1,2,1,374.3,430.40000000000003,370.6,541.7
41,348,203,309,1,0,0,3,2,2,3,2,73.3,624.4,362.40000000000003,558.7
213,324,30,57,0,0,1,2,0,1,1,1,383.40000000000003,582.2,54.5,104.60000000000001
219,395,275,60,3,2,2,0,3,1,3,0,395.7,713.0,495.0,108.0
243,305,308,307,2,2,3,2,0,1,1,3,440.40000000000003,551.0,557.9,552.6
51,386,4,359,3,3,0,3,2,0,1,3,94.3,699.3000000000001,6.2,647.7
370,222,374,250,0,0,2,3,1,3,3,2,665.0,396.6,673.2,452.5
67,266,301,231,3,0,3,1,3,2,2,3,122.10000000000001,476.8,544.3000000000001,414.3
381,325,354,220,1,3,3,1,3,1,2,1,684.3000000000001,588.5,639.7,396.5
19,281,314,266,2,1,1,2,2,0,2,1,35.2,507.3,564.7,480.8
210,91,299,270,1,3,1,3,2,2,2,0,377.5,166.3,537.7,490.5
41,102,328,385,1,3,2,1,1,1,2,1,74.3,187.1,591.4,693.5
384,52,21,176,2,0,0,1,0,3,0,0,694.2,90.60000000000001,37.800000000000004,318.3
337,234,282,273,2,1,3,1,1,1,1,1,608.6,421.7,511.1,491.90000000000003
261,252,218,0,3,0,0,1,0,0,1,3,474.3,453.6,391.40000000000003,0.0
286,279,348,315,2,1,2,2,0,2,2,2,517.8000000000001,501.7,627.4,568.0
46,388,307,53,3,3,2,1,0,2,3,2,87.3,700.9,552.6,94.9
337,357,383,204,0,0,2,3,1,1,0,0,605.6,641.6,692.4,371.7
22,28,214,47,0,1,1,3,1,3,3,1,38.6,48.9,383.7,88.10000000000001
389,366,341,59,1,0,1,3,2,0,3,0,699.7,658.8000000000001,612.3000000000001,110.7
221,226,292,217,1,1,0,0,1,0,0,2,398.3,408.3,525.6,388.6
368,235,206,278,2,2,3,1,1,1,0,1,664.4,425.0,375.3,500.90000000000003
271,295,227,346,2,3,2,1,3,0,3,0,487.8,535.5,408.6,624.3000000000001
27,269,58,15,2,3,1,1,0,2,1,3,51.6,486.7,104.9,25.5
202,370,353,222,3,2,0,1,2,3,3,3,366.1,666.0,632.4,398.1
243,245,386,387,0,1,0,1,2,2,2,2,435.40000000000003,440.5,692.8000000000001,696.1
45,230,62,30,0,1,2,0,1,3,2,3,80.0,412.5,112.60000000000001,51.0
218,281,212,290,3,0,3,0,3,1,2,3,393.90000000000003,504.8,384.1,519.0
340,331,382,368,1,3,3,0,1,1,1,3,612.5,599.3000000000001,691.1,659.4
155,361,15,225,3,2,1,3,3,3,2,3,280.5,649.8000000000001,26.5,406.5
308,203,64,233,3,0,1,2,1,2,2,3,557.9,363.40000000000003,114.7,419.40000000000003
273,26,52,323,2,3,3,1,0,3,1,2,494.40000000000003,48.300000000000004,97.10000000000001,580.9
290,208,270,324,1,1,1,1,3,0,1,2,520.5,375.90000000000003,486.5,582.7
235,296,4,339,1,0,2,2,0,2,0,2,424.5,530.8000000000001,10.2,611.2
208,367,208,194,0,1,1,2,3,2,2,0,371.40000000000003,660.1,373.90000000000003,352.2
0,7,251,337,0,1,0,1,1,2,0,2,0.0,12.1,451.8,606.1
315,227,365,381,1,3,1,0,2,0,0,1,566.5,413.1,658.5,684.8000000000001
58,301,17,334,2,1,3,1,3,0,1,0,104.4,543.3000000000001,34.1,602.7
233,388,58,330,0,3,2,3,1,0,0,2,418.40000000000003,702.9,107.4,596.5
215,305,393,289,2,2,3,1,0,2,3,2,390.0,550.0,708.9,519.7
397,131,352,262,3,1,1,0,3,2,2,1,716.1,235.3,633.1,470.6
43,99,208,15,2,3,1,0,3,1,0,2,77.4,181.70000000000002,375.90000000000003,25.0
274,207,307,12,0,0,3,0,2,3,1,0,491.2,369.6,556.1,21.6
334,62,212,60,2,3,2,3,0,0,0,0,604.2,116.10000000000001,384.6,112.5
307,309,102,203,1,1,3,0,0,2,2,3,554.1,555.7,186.1,362.40000000000003
284,276,284,234,1,3,0,1,1,1,0,2,511.70000000000005,500.3,511.2,420.7
368,53,4,55,0,3,2,2,0,0,3,0,662.4,99.9,7.199999999999999,102.0
385,383,324,207,0,0,2,3,2,2,3,0,691.0,687.4,583.2,377.1
63,224,42,47,1,0,1,0,3,0,2,0,111.9,403.2,75.10000000000001,84.60000000000001
249,291,248,4,2,1,0,0,1,1,1,0,450.2,524.3000000000001,445.40000000000003,7.2
339,4,278,360,0,1,1,1,2,0,0,2,608.2,8.7,501.90000000000003,647.5
49,46,361,11,1,1,2,1,3,3,0,2,86.7,81.3,652.8000000000001,19.3
14,62,238,45,1,1,0,3,1,3,0,0,25.7,110.10000000000001,428.40000000000003,85.5
389,377,41,258,3,1,0,0,2,3,3,0,702.7,677.1,70.8,464.40000000000003
336,42,295,91,0,3,0,2,1,3,1,3,603.8000000000001,77.10000000000001,530.0,163.8
236,336,312,360,2,1,3,2,0,2,2,0,427.8,604.3000000000001,564.1,651.0
0,12,28,388,3,1,2,1,1,1,2,3,0.0,22.1,51.4,696.9
33,325,53,68,1,0,3,3,1,2,2,0,59.9,583.0,97.9,126.9
63,254,294,62,3,2,1,0,2,1,2,3,115.9,459.2,528.7,108.60000000000001
334,215,261,46,3,0,0,0,0,3,3,3,605.7,384.0,466.8,79.8
210,293,212,310,2,2,0,2,2,1,3,1,379.0,529.4,378.6,560.0
66,11,51,245,1,3,1,0,1,0,3,1,119.3,24.3,90.3,440.0
234,206,248,214,3,0,2,1,1,0,1,1,424.7,370.8,448.40000000000003,385.7
186,247,40,60,1,2,3,0,1,2,2,3,335.3,445.6,74.5,105.0
48,41,9,321,2,1,0,3,2,3,3,3,87.4,72.3,13.2,579.3000000000001
329,57,54,160,3,0,2,3,1,1,0,2,595.7,101.60000000000001,100.2,290.5
41,215,296,282,3,0,1,3,3,1,2,1,75.3,386.0,532.3000000000001,511.1
154,100,52,293,3,2,0,2,2,3,3,2,279.7,180.0,90.60000000000001,528.4
371,356,249,15,1,2,0,3,2,3,2,0,667.3000000000001,640.8000000000001,446.2,31.5
322,393,319,238,1,2,1,2,1,0,1,3,580.1,710.4,574.7,428.40000000000003
346,216,367,341,1,2,1,2,1,0,3,3,623.3000000000001,391.8,659.1,613.8000000000001
252,10,42,241,2,2,1,0,3,1,2,0,453.6,20.0,75.10000000000001,433.8
339,51,261,248,0,1,1,3,0,1,1,1,610.2,92.3,470.3,449.90000000000003
11,380,10,176,2,3,3,2,2,2,3,3,20.8,686.5,19.5,316.8
326,68,50,54,3,2,0,0,1,1,1,0,590.3000000000001,124.4,89.0,97.2
298,387,283,379,2,1,1,2,2,2,1,3,537.4,696.1,509.90000000000003,682.2
316,289,44,331,3,1,2,1,0,0,3,3,573.3000000000001,521.7,79.2,594.3000000000001
225,279,265,362,0,2,2,2,2,3,3,2,403.0,502.2,477.0,652.6
230,250,106,108,3,0,2,3,0,1,1,1,418.5,449.0,192.8,197.9
353,352,303,210,0,2,3,2,0,0,1,0,635.4,636.6,548.9,381.0
100,348,219,50,1,3,2,1,0,2,2,3,181.5,628.9,395.2,88.5
239,210,376,391,0,1,2,2,0,1,0,3,430.2,378.5,679.8000000000001,703.8000000000001
236,260,216,393,3,1,2,2,0,1,1,0,429.3,468.5,390.8,710.4
234,47,269,248,0,1,2,1,3,3,3,1,418.2,83.10000000000001,484.2,446.90000000000003
269,111,328,14,3,3,1,3,2,3,1,2,486.7,201.3,590.9,27.7
10,382,67,91,0,0,0,1,2,3,2,0,16.0,684.6,118.60000000000001,165.3
13,348,325,233,2,2,1,3,3,3,0,0,23.400000000000002,626.4,586.5,423.90000000000003
265,9,311,227,2,0,1,1,3,1,3,2,477.0,15.2,558.3000000000001,408.1
357,130,339,214,1,3,1,1,3,2,2,1,641.1,236.5,609.7,385.7
338,212,252,343,1,3,3,1,1,3,3,3,608.9,383.1,455.1,615.9
50,319,232,238,2,2,3,0,3,0,1,1,90.0,577.2,421.1,427.40000000000003
374,284,158,54,2,2,3,2,2,3,1,3,674.2,511.20000000000005,287.90000000000003,97.2
209,302,243,307,0,2,1,3,3,0,1,2,373.2,546.6,437.90000000000003,555.1
376,297,25,86,0,0,3,2,1,2,2,3,675.8000000000001,532.6,47.5,154.8
30,305,19,0,3,3,1,0,1,3,0,1,57.5,550.5,35.7,0.0
296,228,260,222,0,2,0,0,0,1,3,0,532.8000000000001,412.40000000000003,465.0,399.6
229,44,192,179,2,3,2,1,3,2,2,2,412.2,81.7,346.6,321.7
386,377,49,338,1,0,1,2,1,1,2,2,695.3000000000001,677.6,87.7,609.4
392,332,255,393,1,3,1,3,3,1,2,2,704.1,601.1,458.5,709.9
398,59,49,18,1,0,2,1,1,1,0,0,716.9,105.2,91.2,33.9
222,382,290,65,3,1,3,0,2,0,0,3,402.1,689.1,526.5,114.0
206,214,171,296,0,2,0,0,0,2,1,3,370.8,386.2,306.8,529.8000000000001
208,292,318,355,0,1,3,2,0,1,0,1,374.40000000000003,526.1,576.9,641.0
237,22,215,42,0,2,1,0,0,0,3,2,426.6,42.6,385.5,73.60000000000001
332,376,235,117,1,2,0,2,1,0,0,3,598.1,679.8000000000001,423.0,210.6
132,243,271,374,1,2,1,2,0,3,3,1,239.1,437.40000000000003,486.3,675.2
298,43,30,55,0,1,2,3,1,0,3,1,535.4,78.9,54.0,102.5
339,262,46,59,1,2,3,2,0,1,1,3,611.7,473.6,86.3,106.2
320,26,53,318,3,1,2,2,3,1,3,1,577.5,47.300000000000004,95.4,574.4
50,25,337,13,2,0,2,0,0,2,3,3,93.0,43.0,606.6,20.400000000000002
226,235,287,301,0,2,3,0,3,0,1,1,403.8,426.0,520.1,540.8000000000001
24,10,19,304,0,2,0,3,3,3,3,2,40.2,18.0,31.200000000000003,549.7
56,381,2,30,3,2,2,2,0,0,0,2,105.3,688.8000000000001,6.6,55.0
111,341,290,14,0,2,2,2,3,1,2,3,196.8,615.8000000000001,523.0,25.2
337,273,253,225,1,3,0,1,2,2,0,2,606.1,493.90000000000003,455.40000000000003,404.5
40,183,343,34,2,3,0,3,2,2,2,2,73.0,331.90000000000003,615.4,63.7
321,40,62,98,0,1,0,1,1,1,1,2,576.8000000000001,72.5,110.60000000000001,175.9
298,287,233,269,1,3,1,2,0,0,2,0,537.9,521.1,418.90000000000003,487.2
382,317,209,393,2,2,2,0,0,2,2,0,690.6,571.6,377.2,707.4
1,317,44,238,1,2,2,0,2,1,1,1,1.2999999999999998,572.6,81.2,427.40000000000003
215,53,241,367,0,2,1,2,1,3,1,0,386.0,95.4,434.3,663.6
22,321,105,324,1,2,3,1,1,2,2,3,40.1,578.8000000000001,191.5,581.7
7,103,273,60,2,3,0,3,2,3,2,1,13.6,186.9,489.40000000000003,111.5
334,376,241,224,0,3,3,0,1,2,1,3,600.2,679.3000000000001,437.3,400.2
295,398,316,280,1,3,0,2,2,2,3,2,530.5,718.9,565.8000000000001,505.0
293,286,37,27,2,1,2,0,3,0,3,0,527.4,516.3000000000001,66.60000000000001,48.6
392,63,224,299,0,1,0,1,3,1,3,1,702.6,113.9,400.2,538.7
318,368,312,233,1,3,1,1,0,3,3,3,573.9,663.9,560.1,417.90000000000003
60,325,60,60,2,1,3,1,3,3,0,3,108.0,583.5,112.5,106.5
256,257,321,70,3,1,3,2,3,3,3,3,462.3,461.1,579.3000000000001,126.0
47,48,397,332,1,0,3,3,1,3,3,2,85.10000000000001,83.4,716.1,600.1
252,20,272,362,3,2,3,0,2,0,0,2,456.1,39.0,494.1,649.6
209,40,368,381,3,1,0,2,2,1,1,0,378.7,72.5,661.4,688.8000000000001
236,44,307,222,0,2,1,3,3,2,3,3,421.8,80.2,551.1,401.1
289,30,337,242,1,2,3,1,1,2,1,2,520.7,55.0,610.1,435.1
247,326,391,371,1,3,0,2,0,3,3,0,446.1,588.3000000000001,700.8000000000001,670.8000000000001
17,258,194,13,2,0,1,1,3,2,1,0,30.6,462.40000000000003,349.7,24.900000000000002
10,37,326,59,3,0,2,1,0,3,1,3,22.5,63.60000000000001,588.8000000000001,104.7
250,394,272,87,3,1,1,1,3,0,3,2,451.5,710.7,488.1,156.1
44,40,263,352,2,0,2,0,3,1,2,1,79.2,71.0,474.40000000000003,632.6
226,203,205,300,2,1,3,3,2,0,1,2,407.8,366.90000000000003,372.5,542.5
358,261,264,240,2,0,1,1,2,2,2,0,645.4,467.8,474.7,433.5
356,396,50,193,0,3,3,0,0,1,2,3,640.8000000000001,716.3000000000001,92.5,344.40000000000003
219,271,62,378,3,1,1,1,2,1,2,0,396.7,488.3,111.10000000000001,681.9
70,341,263,87,0,0,3,2,0,0,0,1,126.0,613.8000000000001,477.90000000000003,158.6
24,44,285,260,3,3,3,0,2,2,1,2,45.7,81.7,516.5,466.0
275,280,310,279,1,3,2,2,2,2,3,3,494.5,506.5,558.0,502.2
267,31,71,202,2,3,0,3,0,2,1,1,483.6,58.300000000000004,126.8,367.1
186,43,83,336,2,3,0,2,0,0,2,1,337.8,81.9,147.4,606.8000000000001
367,283,396,261,0,2,0,3,1,2,2,0,659.6,510.4000000000001,710.8000000000001,474.3
220,49,177,4,3,1,1,2,0,2,0,2,400.5,87.7,320.1,8.2
390,396,154,276,1,1,3,3,3,2,3,1,700.5,712.3000000000001,278.7,500.3
24,39,320,34,0,1,0,0,0,0,2,3,43.2,71.7,574.0,58.2
253,221,385,226,1,2,2,1,2,2,2,3,454.90000000000003,398.8,694.0,405.3
255,388,355,12,1,2,3,1,3,0,0,3,457.5,701.4,643.5,20.1
37,60,68,216,3,2,2,1,2,2,3,2,69.10000000000001,109.0,122.4,388.3
385,393,295,370,2,1,3,1,3,0,1,1,693.0,708.9,534.5,666.5
311,59,43,216,3,1,3,0,1,2,0,2,563.3000000000001,105.7,81.9,386.8
321,256,354,33,1,3,1,1,3,2,2,2,576.3000000000001,463.3,636.7,58.9
73,43,251,23,1,1,2,1,1,1,3,3,131.9,77.9,451.8,39.9
241,335,362,51,3,1,3,3,2,3,0,2,436.3,601.5,656.1,94.3
85,242,17,36,2,2,2,3,1,1,3,0,155.0,437.6,30.6,69.3
388,293,236,378,0,0,3,0,0,2,1,0,698.4,525.4,428.3,680.4
331,68,62,330,0,2,0,0,2,2,3,0,593.8000000000001,123.4,108.60000000000001,594.0
340,26,285,324,0,3,3,2,2,3,0,2,610.0,48.300000000000004,517.5,584.2
315,259,252,329,3,3,0,0,3,1,0,0,568.5,469.7,453.6,592.2
169,52,241,279,3,3,3,0,0,3,1,0,308.7,95.10000000000001,437.3,502.2
219,30,285,36,2,2,3,3,2,1,0,1,395.2,56.0,517.5,68.3
332,14,202,274,3,3,3,0,1,1,0,2,601.1,28.7,368.1,491.2
300,350,68,23,1,3,1,1,1,2,2,3,540.5,632.5,121.9,39.9
245,41,343,51,3,3,2,1,2,0,2,3,443.5,78.3,618.4,90.3
138,59,366,45,0,1,2,2,2,2,0,1,246.4,105.7,661.8000000000001,83.0
294,244,34,325,2,1,1,1,1,2,3,2,531.2,438.7,59.7,584.5
222,188,257,373,0,0,3,1,1,2,0,1,398.6,336.40000000000003,467.1,671.9
210,93,0,53,0,3,3,1,1,1,3,2,377.0,170.9,0.0,94.9
349,319,234,372,2,0,0,2,3,3,3,3,628.2,571.2,418.2,669.6
280,255,370,385,1,2,1,0,3,0,2,0,502.5,462.0,665.5,693.0
41,41,253,349,3,0,2,2,3,1,0,3,75.3,72.8,458.40000000000003,628.2
2,305,359,321,1,0,1,1,0,2,3,1,5.1,547.0,644.7,578.3000000000001
391,235,218,247,1,1,3,2,2,2,1,3,703.3000000000001,422.5,395.90000000000003,444.6
36,188,348,58,0,2,2,0,0,1,2,1,64.8,340.40000000000003,627.4,103.4
393,226,27,58,2,2,2,3,2,2,3,1,708.4,407.8,48.6,107.9
295,332,253,288,0,0,0,1,2,3,1,2,529.0,594.6,454.40000000000003,517.9
355,130,271,383,3,0,3,2,3,2,2,1,640.5,232.0,490.3,691.4
217,260,367,245,3,0,0,1,1,0,0,3,394.1,468.0,660.6,439.5
12,51,150,331,1,3,1,0,3,1,3,0,20.1,95.3,268.5,595.8000000000001
378,304,245,226,1,2,2,2,2,2,1,1,679.9,548.2,443.0,408.8
350,344,4,284,1,1,1,3,3,2,1,3,628.5,618.7,7.699999999999999,512.7
278,262,256,400,2,0,2,3,2,0,2,1,501.40000000000003,471.6,461.8,723.5
10,35,383,21,2,3,0,0,2,1,0,0,19.0,66.5,689.4,37.800000000000004
14,47,320,278,0,2,1,0,0,1,3,1,25.2,86.60000000000001,574.5,499.40000000000003
380,198,219,209,3,0,0,1,0,0,3,3,688.5,356.40000000000003,391.2,374.7
228,211,4,198,3,2,2,2,1,1,3,0,413.90000000000003,381.8,7.199999999999999,359.40000000000003
383,58,12,13,0,0,3,1,3,0,2,2,686.4,104.4,24.1,22.900000000000002
371,32,6,370,3,3,1,2,0,3,3,3,672.3000000000001,59.1,9.3,666.0
40,384,65,12,0,1,3,2,0,0,2,2,72.0,692.7,119.5,22.6
48,252,70,53,1,0,3,2,0,0,0,1,87.9,453.6,130.5,97.4
285,377,255,386,2,3,2,0,2,1,0,1,514.0,682.1,462.0,693.8000000000001
49,345,50,201,3,3,3,1,2,2,0,0,90.7,623.5,94.5,363.3
44,11,89,365,1,1,2,0,3,3,0,3,77.7,18.3,163.20000000000002,654.0
362,282,266,389,0,1,2,2,2,2,0,0,649.6,507.1,481.8,703.2
327,5,367,320,0,3,1,2,3,3,3,1,585.6,10.5,659.1,578.0
296,201,270,325,2,2,1,1,1,2,3,0,534.8000000000001,362.8,484.5,586.5
53,263,199,19,0,3,3,0,1,3,2,0,94.4,474.90000000000003,360.7,34.2
315,351,4,26,2,2,2,3,1,3,0,0,569.0,631.8000000000001,10.2,51.300000000000004
296,364,325,366,1,0,2,2,3,2,1,3,531.3000000000001,653.2,587.0,658.8000000000001
20,34,57,221,3,3,2,3,2,3,3,0,38.5,62.7,102.60000000000001,402.3
254,290,358,354,3,3,0,1,3,3,0,3,458.7,523.5,644.4,635.7
327,247,399,350,3,3,3,0,2,1,3,0,591.1,448.1,719.7,630.0
346,38,297,232,2,2,2,2,3,0,2,1,622.8000000000001,71.4,535.6,419.6
223,13,45,355,2,1,0,3,2,3,2,3,402.40000000000003,21.900000000000002,79.0,640.5
375,400,268,19,2,2,0,1,3,1,2,2,675.0,722.0,480.40000000000003,33.7
202,392,32,34,3,3,1,1,1,2,0,3,367.1,708.1,59.1,59.7
312,231,387,321,0,2,2,1,1,0,0,2,560.6,418.8,699.6,577.3000000000001
162,151,192,276,2,3,0,2,1,2,1,1,293.6,274.3,344.6,498.8
12,211,9,41,1,0,0,2,0,2,3,3,23.1,377.8,13.2,73.8
377,311,363,253,3,3,2,3,0,1,1,3,683.1,563.3000000000001,655.4,456.90000000000003
280,37,44,26,2,1,1,1,3,1,3,1,504.0,67.10000000000001,77.7,47.300000000000004
1,48,250,42,2,3,0,2,1,3,3,1,3.8,87.9,447.0,77.60000000000001
59,41,272,2,2,0,3,2,1,1,2,0,108.2,72.8,492.1,6.6
64,52,220,0,0,0,3,2,3,1,2,3,112.2,92.60000000000001,398.5,0.0
399,61,378,349,0,0,1,2,0,2,3,3,718.2,107.8,678.9,628.2
34,356,46,326,3,2,3,3,1,0,0,3,64.7,643.8000000000001,87.3,588.3000000000001
206,284,293,362,3,2,3,2,3,3,3,2,372.3,511.20000000000005,528.9,652.6
27,281,248,333,3,3,2,2,3,3,0,0,50.1,507.3,449.40000000000003,602.4
329,378,291,56,0,3,3,1,1,2,1,2,591.2,682.9,527.3000000000001,100.3
346,386,288,259,0,2,0,1,2,1,2,3,620.8000000000001,696.8000000000001,516.4,464.7
350,228,351,334,3,1,1,2,1,0,0,1,633.5,411.90000000000003,633.3000000000001,603.2
300,280,23,348,0,2,1,3,0,3,1,1,540.0,504.0,41.9,629.9
234,340,327,316,2,0,2,2,2,2,3,1,422.2,610.0,588.6,570.8000000000001
298,245,35,4,1,2,3,2,2,1,1,2,535.9,443.0,66.5,8.2
385,289,132,385,0,1,1,0,1,1,1,0,692.0,520.7,238.1,693.0
2,360,48,24,2,1,0,1,1,2,3,2,5.6,647.5,83.4,42.7
352,202,106,394,1,2,0,3,3,0,2,3,632.1,366.6,188.8,710.7
274,62,32,373,2,1,0,1,3,0,2,3,493.2,113.10000000000001,55.6,669.9
203,165,379,43,2,2,1,2,0,0,3,2,368.40000000000003,300.0,680.7,78.4
31,68,360,135,3,2,2,0,2,1,0,3,58.300000000000004,124.4,651.0,240.0
240,353,313,243,3,1,3,2,0,1,2,3,436.5,635.9,565.9,437.40000000000003
108,330,320,49,0,2,1,1,0,3,3,0,194.4,594.0,574.5,89.7
245,280,315,68,1,3,3,3,0,0,2,3,442.5,508.5,569.5,123.9
345,341,252,378,1,1,2,2,1,3,2,3,621.5,612.3000000000001,454.6,680.4
30,8,310,93,1,1,2,3,1,2,0,2,54.5,13.9,561.0,169.9
348,33,75,26,2,1,2,3,2,1,0,2,627.4,59.9,138.0,49.300000000000004
68,227,254,309,3,1,3,3,0,0,3,0,126.9,410.1,458.7,560.7
246,29,246,345,1,1,2,2,1,2,0,3,443.3,51.7,445.8,621.0
311,398,222,399,3,0,1,0,3,1,0,0,561.3000000000001,715.4,401.1,718.2
64,18,208,32,2,2,1,0,1,2,0,2,117.2,33.4,375.90000000000003,55.6
51,35,361,54,1,3,3,1,0,2,2,2,93.3,65.5,652.3000000000001,96.7
234,268,285,276,0,3,3,1,0,3,3,0,421.2,483.90000000000003,514.5,498.3
70,217,204,203,1,2,3,1,2,2,0,1,125.5,391.6,371.7,365.90000000000003
16,18,366,363,0,1,2,3,0,0,0,0,28.8,33.9,661.8000000000001,657.9
22,15,267,27,3,2,3,3,2,1,3,1,42.1,29.0,482.1,52.1
273,263,220,130,3,3,1,1,2,2,2,0,493.90000000000003,475.90000000000003,395.5,235.5
63,29,56,317,0,1,2,2,1,1,3,3,112.4,52.7,100.8,570.6
302,66,127,226,1,0,3,0,2,3,1,1,543.1,115.8,232.1,405.8
132,67,73,304,2,1,1,3,1,0,0,3,239.6,122.10000000000001,132.9,548.7
360,285,23,338,0,1,0,3,3,2,0,1,645.0,512.5,41.4,611.9
332,241,336,203,2,2,3,2,0,2,0,1,600.6,434.8,609.3000000000001,367.40000000000003
94,250,19,47,0,2,0,3,2,2,3,3,167.20000000000002,451.0,31.200000000000003,86.10000000000001
253,360,236,127,3,2,3,3,1,0,3,2,458.90000000000003,651.0,426.3,231.1
217,306,201,294,3,3,1,0,1,3,3,1,394.1,552.3000000000001,360.3,528.2
40,53,56,208,3,2,0,1,2,3,3,1,74.5,95.4,97.8,374.90000000000003
355,138,293,54,3,2,2,2,2,2,0,3,641.5,249.4,530.4,97.2
50,13,64,392,2,1,2,0,2,2,0,2,91.0,22.900000000000002,118.2,703.6
317,373,68,237,2,3,1,2,1,1,2,0,572.6,674.9,121.9,429.6
351,130,393,62,2,3,3,3,1,3,2,3,633.8000000000001,235.5,709.9,113.10000000000001
153,217,21,15,1,1,0,2,3,1,2,0,273.90000000000003,391.1,35.800000000000004,30.0
6,369,370,101,1,0,1,1,3,3,3,0,9.3,661.2,664.5,183.3
164,330,279,339,1,0,0,2,0,0,2,0,296.7,594.0,500.2,613.2
297,364,295,334,2,3,0,2,2,2,0,2,535.6,657.7,531.0,602.2
393,2,31,85,0,2,3,0,0,2,3,1,707.4,4.6,57.300000000000004,152.0
56,59,253,7,0,1,0,0,2,2,3,0,98.8,105.7,452.40000000000003,12.6
296,309,11,398,2,2,0,0,3,2,2,1,532.8000000000001,557.2,17.8,715.4
287,208,399,19,3,3,2,2,0,1,0,0,521.1,377.90000000000003,721.2,37.2
5,270,293,357,0,3,3,3,2,3,0,1,7.0,487.5,531.9,646.1
201,394,203,213,1,2,2,1,0,3,3,2,363.3,709.2,365.40000000000003,382.90000000000003
14,29,8,379,3,1,0,1,2,0,0,2,27.7,53.7,14.4,681.7
252,307,341,346,1,2,2,0,2,0,1,1,453.1,555.6,615.8000000000001,621.8000000000001
32,67,385,212,1,0,0,0,2,1,3,1,57.1,119.60000000000001,690.0,380.6
189,319,102,13,3,3,3,1,3,1,3,0,341.7,577.7,185.1,24.900000000000002
55,374,214,203,3,0,3,2,2,2,0,0,101.5,671.2,389.7,368.40000000000003
376,389,25,316,1,3,1,2,0,1,2,3,678.3000000000001,703.7,44.5,568.8000000000001
16,27,331,297,2,2,3,0,0,0,2,2,31.8,51.6,598.3000000000001,532.6
343,311,204,266,2,2,0,0,0,3,2,0,620.4,559.8000000000001,365.2,478.8
269,364,275,345,0,2,0,3,0,3,0,3,484.2,655.2,495.0,622.5
279,235,340,354,0,1,0,1,2,1,0,2,500.2,423.5,612.0,636.7
253,314,69,241,0,1,2,2,0,3,1,2,455.40000000000003,563.7,126.2,434.8
203,340,338,265,3,2,3,3,0,3,1,2,369.90000000000003,612.0,611.9,479.5
54,318,20,53,1,2,0,0,2,1,2,2,96.7,574.4,34.0,93.4
35,46,335,38,0,2,0,2,0,3,1,2,63.0,82.8,602.0,69.4
355,397,5,251,0,1,0,2,1,3,1,0,638.0,713.1,8.0,454.8
270,102,27,42,2,2,0,0,2,0,2,3,487.0,186.6,46.6,72.60000000000001
9,242,183,303,3,0,1,1,0,0,3,3,20.7,435.6,327.90000000000003,543.9
236,298,221,326,0,2,0,1,1,0,2,2,423.8,539.4,395.8,586.3000000000001
332,291,254,394,2,0,1,0,0,0,2,1,600.6,523.8000000000001,456.7,708.2
65,326,287,381,0,1,2,1,2,0,2,2,115.0,588.3000000000001,517.6,685.3000000000001
265,324,52,39,1,1,0,3,3,0,2,3,475.5,584.7,91.60000000000001,71.7
243,337,13,394,2,0,2,1,3,0,3,2,437.40000000000003,606.6,23.400000000000002,708.7
258,349,302,332,0,3,2,1,3,1,0,1,461.40000000000003,631.7,546.6,598.1
214,342,302,275,3,3,3,2,2,2,2,1,387.7,618.1,546.1,497.0
280,252,68,289,1,2,1,2,1,1,1,0,504.5,455.6,122.9,523.2
288,263,206,394,3,3,2,2,3,0,1,0,519.9,477.90000000000003,372.8,712.2
274,1,332,324,1,3,0,2,2,3,2,3,492.7,3.3,595.6,583.2
244,225,292,102,2,3,3,0,3,2,1,3,439.2,407.5,529.1,180.6
227,67,1,46,1,2,3,1,1,0,2,0,409.1,123.60000000000001,4.3,84.3
69,42,238,227,1,1,2,2,2,2,3,3,123.7,75.10000000000001,428.40000000000003,408.6
329,91,51,25,2,1,1,1,3,0,2,0,592.2,165.3,91.3,46.5
26,248,307,361,0,3,1,2,0,3,1,3,46.800000000000004,447.90000000000003,553.1,649.8000000000001
37,357,209,389,1,3,3,2,3,2,0,1,65.10000000000001,645.1,380.7,702.2
202,334,62,221,2,1,1,0,2,3,3,1,364.6,599.7,110.10000000000001,396.8
3,59,387,3,3,1,0,2,0,0,1,2,9.9,107.7,695.6,6.4
343,65,153,8,1,3,1,3,0,0,3,1,618.9,121.5,273.90000000000003,17.9
399,281,259,224,0,2,1,0,2,0,0,0,716.2,508.8,467.7,403.2
337,64,177,5,2,3,0,0,1,1,0,1,608.6,118.7,318.6,8.0
202,327,291,62,3,3,1,1,1,1,3,0,367.1,592.1,522.3000000000001,113.10000000000001
294,55,356,369,0,0,0,2,1,1,1,3,528.2,98.0,639.8000000000001,664.2
59,67,170,397,0,3,1,3,3,2,0,0,103.2,123.10000000000001,307.5,719.1
275,257,228,174,2,3,3,1,2,0,2,1,496.0,467.1,412.90000000000003,313.7
